Purchase Doc.Num.,Cal. Year/Month,Agreement No Purchas,Automation flag,Direct/Indirect,Material PO text,Material group,Mat.gr.Hier.lvl 1,Material,Vendor,Purchasing group,Catalog Type Ind.,Purchasing doc. type,Company Code,Country of Plant,Counter PO Items,PO Value in Target Currency,PO Net Value in Target Currency,PO Quantity,,,,,,,,,,,,,,,244
P1/2414560898,1.2023,Not assigned,#,D,"THIOCURE TMPMP           0040,00 KG DR01",97024630,01_IAP,441474,7563332,TWD,#,NB,1105,Taiwan,1,"38,111.05","38,111.05","1,600 KG",,,,,,,,,,,,,,,
P1/2414560981,1.2023,4600011443,X,I,C353011443981P   ,22280000,01_TGS,#,7149606,TCI,#,YK,1554,PR of China,1,337.79,337.79,1 AU,,,,,,,,,,,,,,,
P1/2414560982,1.2023,4600011443,X,I,CAS FIRE PROOF DOORS (93) PM_2023Q1,22280000,01_TGS,#,7149606,TCI,#,YK,1554,PR of China,1,600.34,600.34,1 AU,,,,,,,,,,,,,,,
P1/2414560999,1.2023,Not assigned,#,I,SNCRassi,23230000,01_TGS,#,11371565,TCI,#,YK,1554,PR of China,1,"4,960.09","4,960.09",4 PCE,,,,,,,,,,,,,,,
P1/2414561416,1.2023,Not assigned,#,I,"GARLOCK GYLON GASKET STYLE 3504 SIZE :1""",37029900,01_TGS,#,7658411,TTI,#,YK,422,Thailand,2,"1,457.21","1,457.21",114 EA,,,,,,,,,,,,,,,
P1/2414561416,1.2023,Not assigned,#,I,"GARLOCK GYLON GASKET STYLE 3504 SIZE :2""",37029900,01_TGS,#,7658411,TTI,#,YK,422,Thailand,1,"10,800.19","10,800.19",417 EA,,,,,,,,,,,,,,,
P1/2414561416,1.2023,Not assigned,#,I,"GARLOCK GYLON GASKET STYLE 3504 SIZE :3""",37029900,01_TGS,#,7658411,TTI,#,YK,422,Thailand,1,"4,042.71","4,042.71",99 EA,,,,,,,,,,,,,,,
P1/2414561416,1.2023,Not assigned,#,I,"GARLOCK GYLON GASKET STYLE 3504 SIZE :4""",37029900,01_TGS,#,7658411,TTI,#,YK,422,Thailand,1,408.21,408.21,7 EA,,,,,,,,,,,,,,,
P1/2414561416,1.2023,Not assigned,#,I,"GARLOCK GYLON GASKET STYLE 3504 SIZE :6""",37029900,01_TGS,#,7658411,TTI,#,YK,422,Thailand,1,537.01,537.01,6 EA,,,,,,,,,,,,,,,
P1/2414561724,1.2023,Not assigned,#,#,LEGAL CONSULTANT FEE,98200402,01_BSP,#,7908882,TCS,F,ZAR,1848,PR of China,1,"4,119.42","4,119.42",1 AU,,,,,,,,,,,,,,,
P1/2414562837,1.2023,Not assigned,#,I,BLIND FLANGE A DN350 PN16 2.4610,37020500,01_TGS,12907,7708868,TCI,#,NB,1554,PR of China,1,"22,559.56","22,559.56",2 PCE,,,,,,,,,,,,,,,
P1/2414562837,1.2023,Not assigned,#,I,WN FLANGE B1 DN25 PN40 2.4610,37029700,01_TGS,63005248,7708868,TCI,#,NB,1554,PR of China,1,"2,487.74","2,487.74",3 PCE,,,,,,,,,,,,,,,
P1/2414562862,1.2023,Not assigned,#,I,STARTER BATTERIES FOR DIESEL GENERATOR,27050100,01_TGS,87211135,7637274,TCI,#,NB,1554,PR of China,2,"20,261.97","20,261.97",4 PCE,,,,,,,,,,,,,,,
P1/2414563112,1.2023,4600018486,X,D,"PHOSPHOROUS ACID, 50 %   0025,00 KG DR01",38070202,01_I&E,443019,9531521,TCF,#,NB,1175,PR of China,1,"1,207.38","1,207.38",100 KG,,,,,,,,,,,,,,,
P1/2414563301,1.2023,4600016603,X,D,"1-METHOXY-2-PROPANOL     0190,00 KG DR01",97083315,01_IAP,443973,11348202,TCF,#,NB,1175,PR of China,1,"2,454.58","2,454.58","1,520 KG",,,,,,,,,,,,,,,
P1/2414564473,1.2023,Not assigned,#,I,???PERKIN ELMER AA-400?h??,32010000,01_TGS,#,7000099,TCI,#,YK,1554,PR of China,1,"6,536.45","6,536.45",1 AU,,,,,,,,,,,,,,,
P1/2414564526,1.2023,Not assigned,#,I,"EXPANSION JOINT,V510SPAN903,DN1200",37029700,01_TGS,330868,7407935,TCI,#,NB,1554,PR of China,1,"21,582.85","21,582.85",2 PCE,,,,,,,,,,,,,,,
P1/2414564530,1.2023,Not assigned,#,I,INTERSEAL ARF-DO-LO/110 DVSLA,23079900,01_TGS,87158609,7623423,TCI,#,NB,1554,PR of China,1,"38,594.92","38,594.92",1 SET,,,,,,,,,,,,,,,
P1/2414564742,1.2023,Not assigned,#,I,2023assigned2-DO-LO/110 DVSLAN120,24200000,01_BSP,#,7581117,TWI,#,FO,1105,Taiwan,1,"7,304.62","7,304.62","240,000 EA",,,,,,,,,,,,,,,
P1/2414564808,1.2023,Not assigned,#,I,2023assigne,32030000,01_TGS,#,11348759,TWI,#,FO,1105,Taiwan,1,394.45,394.45,12 EA,,,,,,,,,,,,,,,
P1/2414564808,1.2023,Not assigned,#,I,2023assigned8-,32030000,01_TGS,#,11348759,TWI,#,FO,1105,Taiwan,1,213.05,213.05,2 EA,,,,,,,,,,,,,,,
P1/2414564808,1.2023,Not assigned,#,I,2023assigne,32030000,01_TGS,#,11348759,TWI,#,FO,1105,Taiwan,1,596.54,596.54,20 EA,,,,,,,,,,,,,,,
P1/2414564808,1.2023,Not assigned,#,I,2023assigned8-,32030000,01_TGS,#,11348759,TWI,#,FO,1105,Taiwan,1,213.05,213.05,2 EA,,,,,,,,,,,,,,,
P1/2414564808,1.2023,Not assigned,#,I,2023assigne,32030000,01_TGS,#,11348759,TWI,#,FO,1105,Taiwan,1,292.18,292.18,6 EA,,,,,,,,,,,,,,,
P1/2414564808,1.2023,Not assigned,#,I,2023assigned,32030000,01_TGS,#,11348759,TWI,#,FO,1105,Taiwan,1,"1,040.91","1,040.91",12 EA,,,,,,,,,,,,,,,
P1/2414564808,1.2023,Not assigned,#,I,2023assigne,32030000,01_TGS,#,11348759,TWI,#,FO,1105,Taiwan,1,"4,200.16","4,200.16",150 EA,,,,,,,,,,,,,,,
P1/2414564808,1.2023,Not assigned,#,I,2023assigned8-,32030000,01_TGS,#,11348759,TWI,#,FO,1105,Taiwan,1,292.18,292.18,3 EA,,,,,,,,,,,,,,,
P1/2414564958,1.2023,Not assigned,#,I,2507 CLAMP PIPE -LO/110 DVSL,37120000,01_TGS,330875,7004179,TCI,#,NB,1554,PR of China,1,"1,050.27","1,050.27",1 PCE,,,,,,,,,,,,,,,
P1/2414564958,1.2023,Not assigned,#,I,2507 PIPE ed8PE -LO/110 DVSLA,37120000,01_TGS,330874,7004179,TCI,#,NB,1554,PR of China,1,583.48,583.48,1 PCE,,,,,,,,,,,,,,,
P1/2414564958,1.2023,Not assigned,#,I,2507 PIPE ed8PE -LO/110 DVSL,37120000,01_TGS,330871,7004179,TCI,#,NB,1554,PR of China,1,960.04,960.04,1 PCE,,,,,,,,,,,,,,,
P1/2414564958,1.2023,Not assigned,#,I,2507 PIPE ed8PE -LO/110 DVSLAN1,37120000,01_TGS,330872,7004179,TCI,#,NB,1554,PR of China,1,"1,305.32","1,305.32",1 PCE,,,,,,,,,,,,,,,
P1/2414564958,1.2023,Not assigned,#,I,2507 PIPE ed8PE -LO/110 DVSLA,37120000,01_TGS,330873,7004179,TCI,#,NB,1554,PR of China,1,"1,029.82","1,029.82",1 PCE,,,,,,,,,,,,,,,
P1/2414564958,1.2023,Not assigned,#,I,2507 PIPE ed8PE -LO/110 DVSLA,37120000,01_TGS,330849,7004179,TCI,#,NB,1554,PR of China,1,855.37,855.37,1 PCE,,,,,,,,,,,,,,,
P1/2414564958,1.2023,Not assigned,#,I,2507 PIPE ed8PE -LO/110 DVS,37120000,01_TGS,330848,7004179,TCI,#,NB,1554,PR of China,1,530.55,530.55,1 PCE,,,,,,,,,,,,,,,
P1/2414565817,1.2023,Not assigned,#,I,VFD FOR L5&6 BDP,27020000,01_TGS,#,8445032,TCI,#,YK,1554,PR of China,1,"9,022.93","9,022.93",1 LOT,,,,,,,,,,,,,,,
P1/2414566421,1.2023,Not assigned,#,D,1ot assigned,20060313,01_IAP,#,1030718,TWI,#,YK,1105,Taiwan,1,"7,461.03","7,461.03",100 AU,,,,,,,,,,,,,,,
P1/2414566421,1.2023,Not assigned,#,D,1ot assi,20060313,01_IAP,#,1030718,TWI,#,YK,1105,Taiwan,1,"9,135.95","9,135.95",100 AU,,,,,,,,,,,,,,,
P1/2414566439,1.2023,4600016946,X,D,TOLUENE,39011102,01_STC,442039,1618107,TWD,#,NB,1105,Taiwan,1,"3,959.89","3,771.32","3,440 KG",,,,,,,,,,,,,,,
P1/2414566775,1.2023,4600016946,X,D,ACETONE,39021201,01_STC,442489,1618107,TWD,#,NB,1105,Taiwan,1,"3,376.65","3,215.86","3,200 KG",,,,,,,,,,,,,,,
P1/2414566780,1.2023,4600018448,X,D,"FATTY ACID 95% DIMER     0190,00 KG DR01",97123030,01_IAP,402533,7563332,TWD,#,NB,1105,Taiwan,1,"18,955.28","18,052.65","3,040 KG",,,,,,,,,,,,,,,
P1/2414566783,1.2023,4600019031,X,D,"THEIC                    0025,00 KG BG01",97102320,01_IAP,401944,7778124,TWD,#,NB,1105,Taiwan,1,"17,986.41","17,129.92","4,500 KG",,,,,,,,,,,,,,,
P1/2414566824,1.2023,Not assigned,#,I,DFTOassigned4 ,22104400,01_TGS,#,11395823,TWI,#,YK,1105,Taiwan,1,"5,481.57","5,481.57",1 AU,,,,,,,,,,,,,,,
P1/2414566825,1.2023,Not assigned,#,I,REDUCED SHANK STUDBOLTS M24X400 DIN2510,23150000,01_TGS,83937190,11275591,TCI,#,NB,1554,PR of China,1,"12,648.25","12,648.25",156 PCE,,,,,,,,,,,,,,,
P1/2414568115,1.2023,4600018603,#,D,"AROMINA 100              0000,00 KG T01",97083360,01_IAP,444031,11348202,TCF,#,NB,1175,PR of China,1,"21,321.42","21,321.42","20,000 KG",,,,,,,,,,,,,,,
P1/2414569621,1.2023,Not assigned,#,I,MATERIALS SUPPLY (SEE BOQ LIST 2),27260000,01_TGS,#,11281097,TTI,#,YK,422,Thailand,1,"4,616.35","4,616.35",1 LOT,,,,,,,,,,,,,,,
P1/2414569621,1.2023,Not assigned,#,I,SERVICE INSTALL (SEE BOQ LIST 1),25029000,01_TGS,#,11281097,TTI,#,YK,422,Thailand,1,"2,224.68","2,224.68",1 AU,,,,,,,,,,,,,,,
P1/2414569752,1.2023,Not assigned,#,I,LAUNDRY SERVICES JAN-DEC 2023,99996000,01_TGS,#,11309972,TTI,#,FO,422,Thailand,1,"23,690.82","23,690.82",1 AU,,,,,,,,,,,,,,,
P1/2414575985,1.2023,4600019070,X,I,END CONTRACT FEE,25029000,01_TGS,#,7197804,TTI,#,YK,422,Thailand,1,"5,744.37","5,744.37",1 AU,,,,,,,,,,,,,,,
P1/2414575985,1.2023,4600019070,X,I,SERVICE CHARGE FOR COMMUNICATIONS STAFF,25029000,01_TGS,#,7197804,TTI,#,YK,422,Thailand,1,"24,210.42","24,210.42",1 AU,,,,,,,,,,,,,,,
P1/2414577200,1.2023,Not assigned,#,I,GB18581 TEST FEE FOR TPM,32019900,01_TGS,#,7832074,TCS,F,ZAR,1848,PR of China,1,"9,063.68","9,063.68",1 AU,,,,,,,,,,,,,,,
P1/2414577488,1.2023,Not assigned,#,I,PUR_D327_SPECIAL FIRE DOOR PM 2023,22280000,01_TGS,#,11329899,TCI,#,YK,1554,PR of China,1,"20,422.03","20,422.03",1 AU,,,,,,,,,,,,,,,
P1/2414577519,1.2023,Not assigned,#,I,EM_PCS_B204 12M  FIRE DOOR ,22280000,01_TGS,#,11329899,TCI,#,YK,1554,PR of China,1,551.39,551.39,1 AU,,,,,,,,,,,,,,,
P1/2414577523,1.2023,Not assigned,#,I,BLADE DOUBLE EDGE 0006046 GALA,36180000,01_TGS,84382230,7695770,TCI,#,NB,1554,PR of China,1,"6,656.22","6,656.22","1,000 PCE",,,,,,,,,,,,,,,
P1/2414577554,1.2023,Not assigned,#,I,IOBC_A347 ed4EDGE 0006046 GALA,27390000,01_TGS,#,7848866,TCI,#,YK,1554,PR of China,1,"8,190.12","8,190.12",1 AU,,,,,,,,,,,,,,,
P1/2414577586,1.2023,Not assigned,#,I,AB23LR036ned6EDG,36030104,01_TGS,#,11311537,TCI,#,YK,1554,PR of China,1,"30,723.44","30,723.44",2 PCE,,,,,,,,,,,,,,,
P1/2414577637,1.2023,4600018486,X,D,"AMMONIA HYDROXIDE 25%    0000,00 KG T01",38060102,01_I&E,440087,9531521,TCF,#,NB,1175,PR of China,1,"3,116.40","3,116.40","7,000 KG",,,,,,,,,,,,,,,
P1/2414577970,1.2023,Not assigned,#,I,PIOVAN SERVICE CONTRACT,27159901,01_TGS,#,7645483,TTI,#,YK,422,Thailand,1,"10,689.01","9,411.71",1 AU,,,,,,,,,,,,,,,
P1/2414577975,1.2023,Not assigned,#,I,"GARLOCK VITON RUBBER 20"" X 150",23070100,01_TGS,#,7658411,TTI,#,YK,422,Thailand,1,"2,495.70","2,495.70",3 EA,,,,,,,,,,,,,,,
P1/2414577975,1.2023,Not assigned,#,I,"GARLOCK VITON RUBBER 24"" X 150",23070100,01_TGS,#,7658411,TTI,#,YK,422,Thailand,1,"4,505.85","4,505.85",4 EA,,,,,,,,,,,,,,,
P1/2414578013,1.2023,Not assigned,#,I,PREVENTIVE MAINTENANCE FUME HOOD 2YEAR,27159901,01_TGS,#,5089814,TTI,#,YK,422,Thailand,1,"14,117.56","14,117.56",1 AU,,,,,,,,,,,,,,,
P1/2414578022,1.2023,Not assigned,#,I,"DRIVEN ROTOR,MAT:1.4571,NMRHU 50/330",36419100,01_TGS,3873926,7764954,TTI,#,NB,422,Thailand,1,"11,413.23","11,413.23",1 PCE,,,,,,,,,,,,,,,
P1/2414578032,1.2023,Not assigned,#,I,"FILTER HOSE,D66*1020L, PES NA PTFE AS",36200990,01_TGS,56572,11229429,TTI,#,NB,422,Thailand,1,"8,881.56","8,881.56",72 PCE,,,,,,,,,,,,,,,
P1/2414578049,1.2023,Not assigned,#,I,"RUBBER,METAL CUSHION, 83FKM, M8*30*20",36200990,01_TGS,3811122,11214346,TTI,#,NB,422,Thailand,1,"6,408.92","6,408.92",40 PCE,,,,,,,,,,,,,,,
P1/2414578058,1.2023,Not assigned,#,I,"PLUGV,SS316,CL600,RF,PTFE,B-COVER, 6""",37010416,01_TGS,3705098,5005068,TTI,#,NB,422,Thailand,1,"12,983.11","12,983.11",1 PCE,,,,,,,,,,,,,,,
P1/2414578160,1.2023,Not assigned,#,I,"SLIDE BEARING ,NMLH 65/200",36419100,01_TGS,3812994,7764954,TTI,#,NB,422,Thailand,1,"8,911.99","8,911.99",4 PCE,,,,,,,,,,,,,,,
P1/2414578182,1.2023,Not assigned,#,I,SCREW TCF OD56 E400 P/N:0000033445,27260000,01_TGS,#,5010002,TTI,#,YK,422,Thailand,1,"11,904.69","11,904.69",1 SET,,,,,,,,,,,,,,,
P1/2414578196,1.2023,Not assigned,#,I,ESTIMATE OVERTIME,25029000,01_TGS,#,7100553,TTI,#,FO,422,Thailand,1,"8,011.16","8,011.16",1 AU,,,,,,,,,,,,,,,
P1/2414578196,1.2023,Not assigned,#,I,EXTEND MANPOWER PIPING SUP1DEC22-28FEB23,25029000,01_TGS,#,7100553,TTI,#,FO,422,Thailand,1,"8,235.24","8,235.24",1 AU,,,,,,,,,,,,,,,
P1/2414578200,1.2023,Not assigned,#,#,CCIN MEMBERSHIP 2023-2024,98200502,01_BSP,#,7067552,TCS,#,YK,1848,PR of China,1,"25,688.19","25,688.19",1 AU,,,,,,,,,,,,,,,
P1/2414578257,1.2023,Not assigned,#,I,"MO,AC,400/690V, EEXE, 2970RPM, 28KW, 52A",27020000,01_TGS,40542352,11245254,TTI,#,NB,422,Thailand,1,"6,442.54","6,442.54",1 PCE,,,,,,,,,,,,,,,
P1/2414579429,1.2023,Not assigned,#,I,l?k0f???{2023t,22110700,01_TGS,#,7582742,TCI,#,YK,1554,PR of China,1,"4,754.79","4,754.79",1 AU,,,,,,,,,,,,,,,
P1/2414579433,1.2023,Not assigned,#,I,"400V SIEMENS G180, 7.5KW, 2T2A-07400-007",27020000,01_TGS,122591,7804136,TCI,#,NB,1554,PR of China,1,"4,481.04","4,481.04",1 SET,,,,,,,,,,,,,,,
P1/2414579433,1.2023,Not assigned,#,I,FAN 6SL3362-0AG00-0AA1,27020000,01_TGS,80786876,7804136,TCI,#,NB,1554,PR of China,1,"7,078.54","7,078.54",5 PCE,,,,,,,,,,,,,,,
P1/2414579659,1.2023,Not assigned,#,D,"85% assign""*24""*12""",20030103,01_IAP,#,11348665,TWI,#,FO,1105,Taiwan,1,60.99,60.99,4 EA,,,,,,,,,,,,,,,
P1/2414579659,1.2023,Not assigned,#,D,"85% assign""*24""*12""",20030103,01_IAP,#,11348665,TWI,#,FO,1105,Taiwan,1,70.75,70.75,4 EA,,,,,,,,,,,,,,,
P1/2414579659,1.2023,Not assigned,#,D,HEPA 305*610*292 MM,20030103,01_IAP,#,11348665,TWI,#,FO,1105,Taiwan,1,207.37,207.37,2 EA,,,,,,,,,,,,,,,
P1/2414579659,1.2023,Not assigned,#,D,HEPA 577*577*50 MM,20030103,01_IAP,#,11348665,TWI,#,FO,1105,Taiwan,1,"1,244.19","1,244.19",12 EA,,,,,,,,,,,,,,,
P1/2414579659,1.2023,Not assigned,#,D,HEPA 610*610*292 MM,20030103,01_IAP,#,11348665,TWI,#,FO,1105,Taiwan,1,237.86,237.86,2 EA,,,,,,,,,,,,,,,
P1/2414579659,1.2023,Not assigned,#,D,???? ????HEAP,20030103,01_IAP,#,11348665,TWI,#,FO,1105,Taiwan,1,609.9,609.9,4 EA,,,,,,,,,,,,,,,
P1/2414579659,1.2023,Not assigned,#,D,"F? 12""*24""*1",20030103,01_IAP,#,11348665,TWI,#,FO,1105,Taiwan,2,840.13,840.13,145 EA,,,,,,,,,,,,,,,
P1/2414579659,1.2023,Not assigned,#,D,#NAME?,f(+1J),20030103,01_IAP,#,11348665,TWI,#,FO,1105,Taiwan,1,792.87,792.87,2 EA,,,,,,,,,,,,,,
P1/2414579659,1.2023,Not assigned,#,D,"M?F?? 12""*24""*1""",20030103,01_IAP,#,11348665,TWI,#,FO,1105,Taiwan,1,248.84,248.84,24 EA,,,,,,,,,,,,,,,
P1/2414579659,1.2023,Not assigned,#,D,"M?F?? 24""*24""*1""",20030103,01_IAP,#,11348665,TWI,#,FO,1105,Taiwan,1,278.11,278.11,24 EA,,,,,,,,,,,,,,,
P1/2414579784,1.2023,Not assigned,#,I,(ot assigned4P92 MMAA1KW, 2T2A-07400-0,19019890,01_BSP,#,7580965,TWI,#,YK,1105,Taiwan,1,"21,346.40","21,346.40",1 AU,,,,,,,,,,,,,,
P1/2414581185,2.2023,Not assigned,#,I,PM  assigned,25049800,01_TGS,#,11349006,TWI,#,YK,1105,Taiwan,1,"5,266.02","5,266.02",1 AU,,,,,,,,,,,,,,,
P1/2414581208,2.2023,Not assigned,#,#,CNIPRssigned8P9,98200103,01_BSP,#,11324826,TCS,F,ZAR,1848,PR of China,1,"1,158.33","1,158.33",1 AU,,,,,,,,,,,,,,,
P1/2414581307,2.2023,Not assigned,#,I,rz?,36432200,01_TGS,#,7335580,TCI,#,YK,1554,PR of China,1,"34,075.07","34,075.07",1 PCE,,,,,,,,,,,,,,,
P1/2414582755,2.2023,Not assigned,#,I,PARAT 7530 HARD CASE,37010900,01_TGS,#,5006099,TTI,F,YK,422,Thailand,1,"6,794.05","6,794.05",30 EA,,,,,,,,,,,,,,,
P1/2414582755,2.2023,Not assigned,#,I,SHOULDER STRAP #R59461,37010900,01_TGS,#,5006099,TTI,F,YK,422,Thailand,1,410.49,410.49,30 EA,,,,,,,,,,,,,,,
P1/2414582772,2.2023,Not assigned,#,I,WATER LEVEL GAUGE,36060000,01_TGS,83874814,8271352,TCI,#,NB,1554,PR of China,1,"27,395.07","27,395.07",1 PCE,,,,,,,,,,,,,,,
P1/2414582777,2.2023,Not assigned,#,I,H_13U??9?H?_0??M,27320000,01_TGS,#,11363739,TWI,#,YK,1105,Taiwan,1,"23,023.24","23,023.24",1 AU,,,,,,,,,,,,,,,
P1/2414582893,2.2023,Not assigned,#,I,BOTTOM OUTLET BALL VALVE DN125/94/100,37010401,01_TGS,12109,9137477,TCI,#,NB,1554,PR of China,1,"7,968.00","7,968.00",1 PCE,,,,,,,,,,,,,,,
P1/2414582899,2.2023,Not assigned,#,I,CROSS JOINTS (FOR VX 280-M) OC 5004 0405,36419100,01_TGS,40762182,5004746,TTI,#,NB,422,Thailand,1,"13,292.09","13,292.09",2 PCE,,,,,,,,,,,,,,,
P1/2414582952,2.2023,Not assigned,#,I,"EAZ-93,75/1/2, ZE75A UTX (KMB), AMPCO25",36130100,01_TGS,63052335,693855,TCG,#,NB,1705,PR of China,1,"27,305.60","27,305.60",40 PCE,,,,,,,,,,,,,,,
P1/2414583075,2.2023,Not assigned,#,D,"BAKING SODA              0025,00 KG BG01",38020205,01_I&E,442837,9531521,TCF,#,NB,1175,PR of China,1,397.33,397.33,500 KG,,,,,,,,,,,,,,,
P1/2414583179,2.2023,Not assigned,#,I,DELLas,19010105,01_BSP,#,7778792,TWI,#,NB,1105,Taiwan,1,"1,657.67","1,657.67",1 SET,,,,,,,,,,,,,,,
P1/2414583179,2.2023,Not assigned,#,I,FTIR ssigne,32012800,01_TGS,#,7778792,TWI,#,NB,1105,Taiwan,1,"5,415.07","5,415.07",1 SET,,,,,,,,,,,,,,,
P1/2414583184,2.2023,Not assigned,#,I,"VFD,400V,37KW,65A (PELLETIZER L4)",27020000,01_TGS,331684,11273295,TTI,#,NB,422,Thailand,1,"5,383.86","5,383.86",1 PCE,,,,,,,,,,,,,,,
P1/2414583184,2.2023,Not assigned,#,I,"VFD,400V,45KW,77A (TWS L4)",27020000,01_TGS,331685,11273295,TTI,#,NB,422,Thailand,1,"6,121.07","6,121.07",1 PCE,,,,,,,,,,,,,,,
P1/2414583252,2.2023,Not assigned,#,D,"ACETONE                  0160,00 KG DR01",39021201,01_STC,442489,1618107,TWD,#,NB,1105,Taiwan,1,"3,403.76","3,241.67","3,200 KG",,,,,,,,,,,,,,,
P1/2414584611,2.2023,Not assigned,#,#,DIGITAL AGENCY FOR JANUARY - DECEMBER 2,98200103,01_BSP,#,11406885,TTI,F,ZAR,422,Thailand,1,"27,490.97","27,490.97",1 AU,,,,,,,,,,,,,,,
P1/2414584614,2.2023,Not assigned,#,I,SEFARssigned4Y FOR JANUARY - DECEM,36109201,01_TGS,#,7062729,TCI,#,YK,1554,PR of China,1,"12,223.29","12,223.29",12 PCE,,,,,,,,,,,,,,,
P1/2414584623,2.2023,4600016946,X,D,ACETONE,39021201,01_STC,442489,1618107,TWD,#,NB,1105,Taiwan,1,"3,396.44","3,234.71","3,200 KG",,,,,,,,,,,,,,,
P1/2414584952,2.2023,Not assigned,#,I,"OIL COOLER FLAT GASKETS, 430/410*3 -MAN",36430100,01_TGS,82210734,6093148,TCI,#,NB,1554,PR of China,1,"1,835.94","1,835.94",4 PCE,,,,,,,,,,,,,,,
P1/2414584952,2.2023,Not assigned,#,I,"OIL FILTER CARTRIDGES, 10486223",36430100,01_TGS,82308815,6093148,TCI,#,NB,1554,PR of China,1,"18,472.84","18,472.84",2 PCE,,,,,,,,,,,,,,,
P1/2414584952,2.2023,Not assigned,#,I,"OIL FILTER O-RING, 10506245",36430100,01_TGS,82308823,6093148,TCI,#,NB,1554,PR of China,1,"1,624.30","1,624.30",3 PCE,,,,,,,,,,,,,,,
P1/2414584952,2.2023,Not assigned,#,I,PACKINGRING 382*10*10   10000412367-MAN,36430100,01_TGS,82210831,6093148,TCI,#,NB,1554,PR of China,1,62.71,62.71,3 PCE,,,,,,,,,,,,,,,
P1/2414584952,2.2023,Not assigned,#,I,"RB 85-4,10449109,O-RING, BONDED,MAN",36430100,01_TGS,84998959,6093148,TCI,#,NB,1554,PR of China,1,94.52,94.52,1 SET,,,,,,,,,,,,,,,
P1/2414584952,2.2023,Not assigned,#,I,"RB 85-4,10449114,O-RING, BONDED,MAN",36430100,01_TGS,84998967,6093148,TCI,#,NB,1554,PR of China,1,88.55,88.55,1 SET,,,,,,,,,,,,,,,
P1/2414586204,2.2023,4600010394,X,I,?h?? MANPOWER ?)?23/2-23/07,25029000,01_TGS,#,7318055,TCI,#,YK,1554,PR of China,1,"24,411.18","24,411.18",1 AU,,,,,,,,,,,,,,,
P1/2414586258,2.2023,Not assigned,#,I,"H_XV-V3201-04 ??BALL VALVE2F+??	",37010401,01_TGS,#,7203181,TWI,#,YK,1105,Taiwan,1,"4,456.16","4,456.16",1 AU,,,,,,,,,,,,,,,
P1/2414586482,2.2023,Not assigned,#,I,!-???v?18T(1F),36130100,01_TGS,#,7777947,TWI,#,YK,1105,Taiwan,1,"1,154.05","1,154.05",1 AU,,,,,,,,,,,,,,,
P1/2414586482,2.2023,Not assigned,#,I,!-???v?20T(5F),36130100,01_TGS,#,7777947,TWI,#,YK,1105,Taiwan,1,"6,077.98","6,077.98",1 AU,,,,,,,,,,,,,,,
P1/2414586598,2.2023,Not assigned,#,I,IMPELLER; 1901156010049899,36419100,01_TGS,331553,6184731,TCI,#,NB,1554,PR of China,1,"4,019.92","4,019.92",1 PCE,,,,,,,,,,,,,,,
P1/2414586598,2.2023,Not assigned,#,I,RETAINING RING; 1088552012317199,36419100,01_TGS,331556,6184731,TCI,#,NB,1554,PR of China,1,390.05,390.05,1 PCE,,,,,,,,,,,,,,,
P1/2414586598,2.2023,Not assigned,#,I,SEAL INSERT; 1122904010050699,36419100,01_TGS,331554,6184731,TCI,#,NB,1554,PR of China,1,"2,805.37","2,805.37",1 PCE,,,,,,,,,,,,,,,
P1/2414586598,2.2023,Not assigned,#,I,SHAFT; 107930101011861000,36419100,01_TGS,331552,6184731,TCI,#,NB,1554,PR of China,1,"1,194.16","1,194.16",1 PCE,,,,,,,,,,,,,,,
P1/2414586598,2.2023,Not assigned,#,I,VOLUTE CASING; 1109112010049899,36419100,01_TGS,331540,6184731,TCI,#,NB,1554,PR of China,1,"5,234.48","5,234.48",1 PCE,,,,,,,,,,,,,,,
P1/2414586823,2.2023,4600016946,X,D,ACETONE,39021201,01_STC,442489,1618107,TWD,#,NB,1105,Taiwan,1,"3,412.28","3,249.79","3,200 KG",,,,,,,,,,,,,,,
P1/2414586967,2.2023,Not assigned,#,I,ECCENTRIC BL 33786 PART NO.1000403000,36200990,01_TGS,85732464,7334544,TCI,#,NB,1554,PR of China,1,"7,945.24","7,945.24",2 PCE,,,,,,,,,,,,,,,
P1/2414586967,2.2023,Not assigned,#,I,EXCENTER SHAFT RDF PART NO.1000403000,36200990,01_TGS,35335,7334544,TCI,#,NB,1554,PR of China,1,"13,268.76","13,268.76",2 PCE,,,,,,,,,,,,,,,
P1/2414588123,2.2023,Not assigned,#,I, MENNEKES MAINTENANCE SWITCH&SOCKET,27140000,01_TGS,5258,7022683,TCI,#,NB,1554,PR of China,1,655.83,655.83,1 PCE,,,,,,,,,,,,,,,
P1/2414588123,2.2023,Not assigned,#,I,MCB 5SY6316-7CC 3P C16,27140000,01_TGS,81771880,7022683,TCI,#,NB,1554,PR of China,1,"1,127.21","1,127.21",5 PCE,,,,,,,,,,,,,,,
P1/2414588123,2.2023,Not assigned,#,I,SPLITTER 191877,27260000,01_TGS,84240274,7022683,TCI,#,NB,1554,PR of China,1,"4,918.74","4,918.74",2 PCE,,,,,,,,,,,,,,,
P1/2414588258,2.2023,Not assigned,#,#,zT?X&?,98200807,01_BSP,#,8583877,TCS,F,ZAR,1848,PR of China,1,"1,118.83","1,118.83",1 AU,,,,,,,,,,,,,,,
